cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,paid
UgxBqFTJt4A3ALEd_Q94AaABAg,"biasanya kalau udah gini bakal ada sesuatu yang bakal terjadi , kita liat apa ya😅",1 hari yang lalu,@BucinPintar,UCSv0T65jGQdLGd9AbG_D-bg,1,,https://yt3.ggpht.com/D93HwPgZXGwwsu8Uga4UGF5WqQbuzPaEvgrifw4eeyDFF2SogMqZ3GkHUNx6BZczBBrYHC6a2Ms=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.338176,
UgxgfsbxBhIDSI_CtZV4AaABAg,"Podcast terlama om ded gak sih ini, ter excited om ded. 
Ter sebentar pinkan mambo . 
Hahahhaa",1 hari yang lalu,@nandakurn3901,UCfVt4HF3f6lHI5acR9-91Ww,0,,https://yt3.ggpht.com/ytc/AIdro_nNhCK_jfVwu70FMSTHCCizdyAoOlt8UWEUIVWyp8NJrEo=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.340254,
UgwkZiWh8GAf4PP2z0d4AaABAg,Kok gue jadi terharu ya 🥺,1 hari yang lalu,@junotmv,UCvEwcEjV42fEXHZz0EKWYUg,1,1,https://yt3.ggpht.com/A69dznqClUAtw3KX_GS42wKFLSgd7tcpx48NMfi9ypaueKnTtcAfGG0rF36zSyC1tg2jhC2J=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.343261,
UgwkZiWh8GAf4PP2z0d4AaABAg.AJTtEIX6vzQAJTtoVxEcTo,sama.. merindingg...,1 hari yang lalu,@aboenabil,UC16X27Qlpq87UbZEe9RuFcg,0,,https://yt3.ggpht.com/JGw99ZFZEc9l0vtKuyNuFX_6C5ypBdr6_WQWizeCOYEqS9ihkGS9HW8DWgo1Eww0V_E7XI-9Sw=s88-c-k-c0x00ffffff-no-rj,False,True,1750179205.535441,
UgxxMMNvZ_C5dAZjQax4AaABAg,Podcast mahal ini,1 hari yang lalu,@HansSLL,UCnu6BU7-gKatfHUENvtLWsg,0,,https://yt3.ggpht.com/Ztye2N7x6WPRaSilTjYNHTwjoT2UzW5v6BX_8RrpEWs7Iyjk3A8u-A3kloPlu6jEVR4KIKkm2Ro=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.867041,
UgyFSJlpuhRixoHUVfl4AaABAg,Kata Timothy cukuplah Puji Tuhan..kren makin diberkati,1 hari yang lalu,@mossadswr8342,UCc860fLPxW0_YrywFLZYcBQ,0,,https://yt3.ggpht.com/ytc/AIdro_nKJgyxctgVruRtkIKxUOXsOzf40ijSBJZWuOa_pOQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.869044,
Ugxa33ZJ8odfLGcBuzB4AaABAg,Memang The best 𝗪𝗔𝗛𝗔𝗡𝗔𝟴𝟴𝟴,1 hari yang lalu,@AhmadSulaiman-f8y,UCujb9k87DjOLIQkgXVeBWDw,0,,https://yt3.ggpht.com/9nSl11ediyOx3emS9N12HhQwkbQEpub4OS7mnQLpyeHSPx66cRuiqr56bbJZlyfrKGU3fPlOMIw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.872054,
UgwBPBguAJ0ewmg2-vJ4AaABAg,🎉,1 hari yang lalu,@Rizkydandi49,UCgCOm840dX-x5pdJ_uGo8nw,0,,https://yt3.ggpht.com/mWSpu62oshsgWpe2kfVR-vd5TZB5wAAIZNdJlUElvRuxW36WQ2_i8N4OBoIZt2cnT1rQaIt7Kg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.874049,
UgwSZ5-pcSBDtkfjyih4AaABAg,Gw arogan,1 hari yang lalu,@Zuhriilham,UCTBDKaTMspErTylS1gYQgwg,0,,https://yt3.ggpht.com/_hETrWa3M9djisVsTkt_WPwMYk8AEneidKlNZN0-McMEd4hVf1ykLGLBFSDxyPegmkGG8ef5GQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.877043,
UgxWXgJMhexQnoyIdLN4AaABAg,Gila ni podcast bintang tamu timothy ronald isi nya daging semua❤,1 hari yang lalu,@yhogiesaintsheckers6307,UCAmCwxjz3jxRUm_u5f5rXVg,0,,https://yt3.ggpht.com/ytc/AIdro_k7bkRFl6sR01hJABbrozPgj2he3Wx9IfCwNGZsgCY=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.881962,
UgzkImKWfkEMuK5YBcd4AaABAg,emg bener kyk sasuke tobat.,1 hari yang lalu,@paddyjun,UC_ghdnRwAp7kTE6GABv8YbA,1,,https://yt3.ggpht.com/ytc/AIdro_nN8W0A7qZrdlA4OaqVtakiVru4OJncf69bQUV29QfF56s=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.884047,
Ugzqt03oCzmb2uS9YWd4AaABAg,Om ded bahas tentang isu perang dunia ke lll dong om,1 hari yang lalu,@Anshoryy-x8u,UCf7TBtyesaYDmWIZ4FcSmJw,1,,https://yt3.ggpht.com/ytc/AIdro_ka_OJb0XNJYDEohFXLN9aw8SQx2wooMyAYwzwnScVwBS5AeOdo4U3-cDL-EXswMyKilw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.887044,
Ugx3yZb-kRi5-rVV3zR4AaABAg,2 orang hebat yg berpengaruh kepada anak anak muda❤,1 hari yang lalu,@KebesaranmuAllah,UCfMnPLMqz2wArfc7hQiL2ng,6,,https://yt3.ggpht.com/kpGgZEgA_pM6k5E5QBZklQsD301n-lVTS1nLkMjVIDJKY9w2MUMvJbVWuHm8gkDoryKUjlvA=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.889054,
UgxA9wArgz1y_p5Hif54AaABAg,jj,1 hari yang lalu,@BrayenPoneea,UCqL-Zde9l7WpXSVJbEJEaDA,0,,https://yt3.ggpht.com/ytc/AIdro_k78bXqxjvCHrukhuyGTsKlhlaQhxV6ae87tix931MAixZFqdBbIe8JVhOogv1wZNqh6A=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.891958,
Ugzwx-Z_gi3F5oYVB1R4AaABAg,"Nggak ribet, tinggal spin, tunggu jackpot di 👉𝓟𝓻𝓸𝓫𝓮𝓽855👈",1 hari yang lalu,@PutraDianto-i6f,UC_72cBoTdzXDVNnEueek_Aw,0,,https://yt3.ggpht.com/ytc/AIdro_mL5AcD1g44LBAuDqwNx43wXm0Ag2DM15y-xgqr60QEEIlmQdJi-HpFUQjDW-Zp-bCHzw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.895001,
UgztDwwYCLu6eJM7HhR4AaABAg,"Cuan tuh gak harus serius-serius amat, cukup tau 𝓟𝓻𝓸𝓫𝓮𝓽855 💎💎",1 hari yang lalu,@DiyanaKarini-r4c,UCHcHecQdFvxiVdYSC-184Hg,0,,https://yt3.ggpht.com/ytc/AIdro_nZAu6CNvgm-JpBK4Fvb4J43W9ahyyxv8UD5UBhmyUbeRMORs1BrrOoUhSF1HHip9sZUg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.898049,
UgxuIA86ib4EfR1OzqZ4AaABAg,02:12 Lancar lancar bang salam Jepe ⭐ ᴘʀᴏʙᴇᴛ855 ⭐,1 hari yang lalu,@AdvenGinola-t8j,UCRLooXcWxn2bL01DmgZM-EQ,0,,https://yt3.ggpht.com/ytc/AIdro_lqybv1ymmQZzV-g7nROuYqYvRtqWJrzgIBL02smStPjjYqrzc547dVBcr4Ak5lP7MDAg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.900049,
Ugx9bY2bnRUIhyiDbwN4AaABAg,GILAAAA... GILAAAA... Tektokan nya lancar bgt WKWKWKK bisa propit di 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓  👏🏻👏🏻👏🏻,1 hari yang lalu,@Kezia-k7c,UClNEVM4V3ti47tpoB2xD11Q,0,,https://yt3.ggpht.com/ytc/AIdro_n7417ek-18wzJI3ZENBm0JLEsWrCcksbQ7WKdHv1tzFUdXjGULqP2rM3Knc8d3lEC4qw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.903044,
UgwV31eeeK1aueET3EF4AaABAg,"Gak sekadar seru, tapi juga nagih vibes-nya 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓.",1 hari yang lalu,@VierraSheilani-i1e,UCKipuvadwlwoGDEsIl6438g,0,,https://yt3.ggpht.com/ytc/AIdro_kq7_L9c615T4Klj6mupZb4crgBGskEKASkthv4_CXGjWe16RiPpO6dqQMQ1C5V7tBaWQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.906047,
Ugxh80yuFvJHF2LJ3ux4AaABAg,"Nyimak aja deh, yang penting cuan di 👉𝓟𝓻𝓸𝓫𝓮𝓽855👈",1 hari yang lalu,@nurazzahra-d4l,UCcfmm9JkbaAPH3bc9uxkbuw,0,,https://yt3.ggpht.com/ytc/AIdro_k7QQB5V0EwAzk7QGxOZEDKT_2FZ22TT5kXfDEkOKEjZ1-nx0DyAEVAPxAMsVElIxxWFQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.908964,
UgwTVlwqyFTwO9JD9ed4AaABAg,"01:48 ada apaan tuh, gak kalah menarik sama 𝗣𝗿𝗼𝗯𝗲𝘁𝟴𝟱𝟱",1 hari yang lalu,@BrilianYona-p2g,UCep-AjzSolkE6YsSzBoxR9w,0,,https://yt3.ggpht.com/ytc/AIdro_k2Z6xibrg89ceTOo7QwIhmWgTtrF_4kXgPI5mFtPQPS_pSZElk3qsj1WdP_NCQ-9WqQw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.911964,
UgxuFIc88R2ljA3G9ut4AaABAg,"Gak tau kenapa, tapi tiap buka 𝐏𝐑0𝐁𝐄𐊗⭐𝟴𝟱𝟱, mood langsung naik.",1 hari yang lalu,@ghaiitsa-x5e,UCAlxQo5ppWyxjkIByDUJwoA,0,,https://yt3.ggpht.com/ytc/AIdro_n_qpPsUqHbbhHZVnPkNOGHOqHb14Yiy-BMO1_gkjn2B_IXBI2bO1IsqVFgQmr7KdXdrg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.914965,
Ugx2H8E01rip9dIIDad4AaABAg,"Gak kalah dari KING ALOY, KING 𝗣𝗿𝗼𝗯𝗲𝘁𝟴𝟱𝟱 juga gachorr bangett 🎉🎉🎉",1 hari yang lalu,@RahardiantoWirawan-r4u,UC1gTN0QFjMVXPWfEKjYfLyg,0,,https://yt3.ggpht.com/ytc/AIdro_nhoOi8Lhcr7w0l0Ur6N0ern1n6gqe49p8sDZDsXjKezsAllwS3frRAi1p45L_qVDrCfQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.917965,
UgwcE1ZDSFI5Fsg-TYl4AaABAg,"Cakep Kali 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓 , Bravo..",1 hari yang lalu,@LeithyAvanya-j3j,UCTMXYozAhoRTtcS--IhsSHA,0,,https://yt3.ggpht.com/ytc/AIdro_l7I9Z2ruLwb_8O5wqZX3BeggKDhG9XW1jritguKKq0ERDMHNocJbKZGdEYuVaEVLicvQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179205.920967,
Ugx2SDEdsJAAhBtR0tR4AaABAg,"Gak perlu lama-lama, video ini langsung bikin happy 👉𝓟𝓻𝓸𝓫𝓮𝓽855👈",1 hari yang lalu,@Shanum-w4h,UCd7u7E15JWrF5jFNrh4IZIQ,0,,https://yt3.ggpht.com/ytc/AIdro_nlBilyjMA1U52oKK26XZ_UcnniCFBmVBEaZcWRZocnDN18ZKMnESUSGCHsm8S0Thv9RQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.242486,
UgyaMjhP0xlxu7d6c214AaABAg,"Cuan tuh gak harus serius-serius amat, cukup tau 𝓟𝓻𝓸𝓫𝓮𝓽855 💎💎",1 hari yang lalu,@NataliaHenny-r9e,UCuIUYAcJhsH2Emz8h1EUbXg,0,,https://yt3.ggpht.com/ytc/AIdro_nv8CUIQDdwQReKARt8EO2hJzLBVG6vYlndMtqrPLAbhErysRDW9CwEbhllNhAXVn-3gQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.247486,
Ugw_dQFAILEFNbKh-0l4AaABAg,Haadiir selalu Mas '𝐏𝐑0𝐁𝐄𐊗⭐𝟴𝟱𝟱'★,1 hari yang lalu,@TriaAyusari-e8j,UC0dMPL_rDr53lT0d4xyh83Q,0,,https://yt3.ggpht.com/ytc/AIdro_kOIcTa3ML__iCX2nBIn38bzJPiGmc-keigP-VSPVrrBDZs-MNU1B5OlxBkfnxQzKJY3g=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.250485,
Ugw_RWystTznOQTpSCl4AaABAg,"Lancar usahanya, salam jepe dari ​🇵​​🇷​​🇴​​🇧​​🇪​​🇹​8️⃣5️⃣5️⃣ ⭐",1 hari yang lalu,@lollyrefasya-x6t,UCnIt-fAxM8p1QK0iLPhLiNg,0,,https://yt3.ggpht.com/ytc/AIdro_mTpPRhR-rx-STdrdSZTXDoiWU7WQmCb5SyUfIudJ6gMPjoCU22-s9sP64I6dhIMCzjPw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.252485,
UgyUPaAuhQOaffep9kJ4AaABAg,1:01 semoga 𝐏𝐑0𝐁𝐄𐊗⭐855⭐ terus jaya ya ka channel nya,1 hari yang lalu,@VeineLeith-v1b,UCJfxaHw2zkR-va7q3hUFT0A,0,,https://yt3.ggpht.com/ytc/AIdro_nHjyEj2IexzBzCC2-I4vbMc_-AjFflotKqEMiowumGXO8xdG3mDSyES70iplrEpNBcDg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.255487,
Ugyamt_CoB1VgOWjv4F4AaABAg,Skketer di ⚡ 𝐏𝐑0𝐁𝐄𐊗⭐855⭐ ⚡ gokil gokil sih.,1 hari yang lalu,@Kaluna-w1p,UCL1s3n6-6tx0pIDj9Ef15uw,0,,https://yt3.ggpht.com/ytc/AIdro_m4jJbEjL0SIaIOtfApQMcEAEbnC-hAy2naWEzpzZ-wcWvyVBEhmP2ZNn6PyBDPQpvKQA=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.258486,
UgxzlzVWmR3b_WwoNfR4AaABAg,"Apasih 𝗣𝗿𝗼𝗯𝗲𝘁𝟴𝟱𝟱, kok banyak yang jepe",1 hari yang lalu,@ChanyaEleith-v3d,UCDOFf6D6oYrRyfikbbhrLIQ,0,,https://yt3.ggpht.com/ytc/AIdro_l54JuFkfz_MPuEzHjXdxfvxURY00Junn3arhXrUYET02NzrFzJeqJsa24OyzDDUvdakg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.261486,
UgzVry8-EVXfLzOKK6Z4AaABAg,"Cakep Kali 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓 , Bravo..",1 hari yang lalu,@AgathaLuisa-y7z,UCHWSieOLa-r_7ofWiDj2RDw,0,,https://yt3.ggpht.com/ytc/AIdro_ka_OJb0XNJYDEohFXLN9aw8SQx2wooMyAYwzwnScVwBS5AeOdo4U3-cDL-EXswMyKilw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.264486,
UgzG1-QKyjxGpfhQ-j94AaABAg,Andai ncek bs di support sm pemerintah,1 hari yang lalu,@rudiapandy6987,UCPUgGUsKdfETiwm0yalXcCg,0,,https://yt3.ggpht.com/ytc/AIdro_nuY3O8ePKPB_Us71uOMS8X5HkaaF1XBC2cF1sT6Tw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.268489,
Ugxs69_Pgm4lAxOJYa54AaABAg,Enak banget denger obrolan orang pinter gini brokk.. Denger nya sampe mlongo..,1 hari yang lalu,@HAHAHIHI-gs7he,UCvNLxIiSfkGbuNhODIbtoQA,3,,https://yt3.ggpht.com/LuQw7mNvz0njiPVENFcsRplsGlqKjgdmbk7SftzY1t1MjzExvSm1AAHYLJrToPGRwzYV7pQ24Q=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.271489,
UgycOo0J5Ek9XER570V4AaABAg,"Dari sini bisa dilihat perbedaan DC dan DS , kalau timothy lebih nyambung ke DC secara ilmu pengetahuan, kalau DS lebih cocok podcast masalah2 keluarga (pendekatan secara  emosi)",1 hari yang lalu,@ibrahimdian2863,UC72ugUpEiRe_WYsC7_1hcEQ,1,,https://yt3.ggpht.com/ytc/AIdro_n6ps7mrsBuvCZ3F2g-4_v4tHL1cCk7tYsxNHk7YGU=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.274486,
UgyUXGLOotmdGyEV1hl4AaABAg,"pemerintah bakal tersindir sma bang timothy ni, program² nya pemerintah banget",1 hari yang lalu,@ichalhakim188,UCvxM92KETh1t4SW4oA2SSVQ,1,,https://yt3.ggpht.com/kcln2UuDBOZcxUFhXQOFrlx20Wf3fA7SbLvDnbI4CpvzGpJqmyAzD1AIZrG3vva4f5Y9qBITbw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.277486,
Ugx_eirRcNCSTo9F4-R4AaABAg,om ded pertanyaan jebakan 😂,1 hari yang lalu,@sanskaay,UCn7beqsO9tylqNAmt4ZBw-Q,1,,https://yt3.ggpht.com/HGExM-HSZnxyMCfIIyCfcgQYWcVZ3tMc8WrWC4RTYfzMqggUU9BTkbv6J5Bm4_BBVLuCGCNNBg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.280573,
UgyU7_LPq-4IH15AV9t4AaABAg,Nyimak belajar,1 hari yang lalu,@bangetayucity4024,UCq_7NRL4Qi0QBcxhaqa2OXg,0,,https://yt3.ggpht.com/ENe6q0Z4m7iBib7Ble1E4eu67pDgTnRXQaQftZyDaDQLmsTv58jmCusMaRxfprZRq9ah9GphpQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.283487,
UgxOt6TGXx8T2R1QIQ94AaABAg,"astaga NTT, milih beli roko daripada pendidikan anak",1 hari yang lalu,@jonbrrr9162,UCWNFn9SxXx84B8dXGp6-w9w,0,,https://yt3.ggpht.com/OluaME1oRBRMTh4GwMMtEBSqhHPbfiSX8lowjdcYiQtaBohbKU1JzhJXtWGibyMDV-QwrT7FZw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.285571,
UgxPopVqqKdlsPOK14V4AaABAg,Terima kasih banyak sudah duduk satu meja 2 orang yang selalu saya ikuti untuk belajar bro Timothy dan om Deddy,1 hari yang lalu,@Reymalikk,UCU-7ulJ7GK91ItXBcShXRsw,1,,https://yt3.ggpht.com/esW5K-0LJdeC0WqeGhHXBQp_H22RQG01rzH-S0CJBUiDoNfwhLzLXUzASRs9_XmOUeLlR2lRscI=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.288583,"Rp 35.000,00"
UgyiE2mkGLYmFHiKUfd4AaABAg,karna makian timoty gue punya rumah dan tanah thx broooo,1 hari yang lalu,@ratnawilidiya-yt3bf,UCBrDBfmtiZ2Woxh6Fp1SRMw,1,,https://yt3.ggpht.com/ytc/AIdro_kgeb3tvIBGrdY-IdjHykSG-MSKpwcehWUAO3_O6TXPgadO46BAk4RkoG8qNgXDJBfHxg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.290487,
Ugw1Qejqr0cVxLnfoR14AaABAg,Keren,1 hari yang lalu,@najibsetyawan1077,UCEpDS7lUX4_ryR8O64el2Kg,0,,https://yt3.ggpht.com/ytc/AIdro_kvrLVng1uBk8FTWdAdBcjJ2LeqjDkhOoHdk2tU7t9fneE=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.294486,
UgzeS4k09JTYKa6bWfN4AaABAg,Yang memuji2 pasti anak2 muda halu pemalas yg pingin kaya cm dengan ikut kelas berbayar Timothy...😂,1 hari yang lalu,@dailyfun7739,UCTrjVGc2bAG9w0yqKcQC_1w,0,,https://yt3.ggpht.com/ytc/AIdro_mO-FmweL8y1uNqqNcUDZ4M2Un4LX2rU-rFLpju9-lPnEwniZbZVQiSSLxwVY_IJGv2Ww=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.297489,
UgzgAQeM5BBt-8zxmJN4AaABAg,Ngomong sama orang pinter emang asikk,1 hari yang lalu,@AkuBisa-s8n,UCm4uavGPudLNmf6bd7-HN5w,0,,https://yt3.ggpht.com/ytc/AIdro_nATaj_XyZ449yTpyY9GNkkpedOEjet8B9ru95ikqwS3Mf-MXvcS1UlV0t6a5VEu6AwMQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.300492,
Ugz5sxYiXexzDMEYPpN4AaABAg,Sy berharap dia jelasin bitcoin,1 hari yang lalu,@jeremiahfauzi3429,UC4rkb1u5t0ueZK8Wfk9cAdA,0,,https://yt3.ggpht.com/ytc/AIdro_m1W-ggvRhrcTy0_kbKylOZgeB1TiB9YrFs9iOB-w=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.607239,
UgyrFifv79LBBKS7_ep4AaABAg,"Iya pernah gw juga nanya di chat gpt hp pertama yang ada AOD jawabannya Samsung S6 2016,, terus gw nanya lagi Bukannya LG V10 juga suda ya dia rilis tahun 2015 ,, dia jawab ya benar dan bla bla bla ,, nggk selalu benar 100%",1 hari yang lalu,@riskisetiawan9066,UCGjKEZyquMEoS12KmgTkx7A,0,,https://yt3.ggpht.com/ytc/AIdro_loetVdVzMvkMNx9asx1AH5GBlbgOFARZdPkC67UKudGL0=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.61223,
UgyLSaIDLjBTBTc8Z0V4AaABAg,Dari 300 anak diambil sample 20 anak. Semua bercita-cita jadi pemimpin agama. Jualan agama memang mantap😅😅😅,1 hari yang lalu,@iamhartonotan,UCLhfoChKyZ4VMyDzsUuHRPQ,0,,https://yt3.ggpht.com/ytc/AIdro_kf7gZ_L5hD0VeZPZxqkX0Kf5l6J_PiEGYBUt2VWUuYm3EA=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.614244,
UgyqqxstxHVZby4T1Ch4AaABAg,Ada bapak2 yg mulai masuk ranah Spiritual.,1 hari yang lalu,@IndroeNdroe,UCaLbSmCvfMKe4ztbIi7KeUQ,0,,https://yt3.ggpht.com/ytc/AIdro_lbn_DLLFCpT33OXul6uM3VU0vPqBworcPBANUd89RXpN6LkZ3uPrNkmEcu9T7zctoS-Q=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.617148,
UgwXD83civXpqHm_CvZ4AaABAg,Lanjut timoti .. smoga sukses.  Trus  .  Smoga tercpai harapanmu... Mulia niatmu.... Hrus ada yg bantu.. timoti sedang berjuang sndiri buat kbaikan kita,1 hari yang lalu,@Chau09-r2w6u,UCZwRQkxAdq0QPxPMOG2Qs2w,0,,https://yt3.ggpht.com/ytc/AIdro_mIwmOWixO3beIzPS1KrkOcL7bCtFf4JjSrxK3XBh3w8AGlMUaGWuQGy0UKisQHftHW9Q=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.62026,
UgzBQ1GAMxKyPOAE_mx4AaABAg,"Oom jangan campur Inggris ngomongnya. Inggris loe jelek. Yg selalu loe salah nih: pemakaian be auxiliary verbs yg salah. Contoh: I'm agree with that,  itu salah. Gak perlu taruh ""am"" disitu. Dan sering sekali kesalahan ini terjadi. Mengganggu telinga rasanya.",1 hari yang lalu (diedit),@ams7260,UClblTIQ2eJMlLXurx1zkrjw,0,1,https://yt3.ggpht.com/ytc/AIdro_lqybv1ymmQZzV-g7nROuYqYvRtqWJrzgIBL02smStPjjYqrzc547dVBcr4Ak5lP7MDAg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.623191,
UgwgvkcQ-hUowwdTnnJ4AaABAg,Damn,1 hari yang lalu,@MuhamadSaputra-u3w,UCcgUI-_O1ZoQ8fYgAOqdpCA,0,,https://yt3.ggpht.com/ytc/AIdro_kIQd925lZn3kNvSQBuSIvxotU3QPyWJUGr6nl8J4Bbkl1bcFpzgHabStJf-LedxUFwQA=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.626267,
UgxbTtCF6mUxBn5PrGl4AaABAg,Gile komentarny bot dri timoti smua hahaha,1 hari yang lalu,@anakkampang-iu6mk,UCvO_Kk_er_FReTxU4Xup2lg,0,,https://yt3.ggpht.com/ytc/AIdro_kli0k3C-RDbTpqOliVbT34Ikn-oTv3_V2RCefRrDn7vl9ySG3kVOKW5vZSl9ROpKUKsg=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.630264,
UgzupFocPzzKuKOZDQ54AaABAg,"thanks bang timothy , gw punya bapak angkat yg visioner cma karna ajaran nya terlalu keras di awal cerita sampai dia meninggal gw masih belom paham maksudnya dia apa , setelah mendengar penjelasan dari bang timothy , terbuka semua pemikirian yang selama ini beliau ajarkan , semoga bisa bersanding dengan segala kebaikan yang sudah beliau ajarkan dan turunkan kepada saya , thanks lagi bang timothy",1 hari yang lalu (diedit),@ryuunosukekatsumi5472,UCeEjz3--pXOVnBA0QmzdLgA,0,,https://yt3.ggpht.com/ytc/AIdro_kveF7rsM5GmSoGY4hI8zS3yk-OF3y-2ZAWlo1Ua66DDw=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.633371,
Ugx_XIdfwq1SRxiB7mx4AaABAg,Kurang dapet ilmunya disini,1 hari yang lalu,@canbeanywan275,UCzmm8sXrJYqyH-U8RbM-_2A,0,,https://yt3.ggpht.com/ytc/AIdro_kS7c0iseeX1H7K9Ypq173M2HsQEQevuWPDfw8hpjQTybE=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.63526,
UgxX1-lmOg1qoSQZOE14AaABAg,salut sama timoty ..otak nya komunikasi cerdas untuk kemajuan masa depan,1 hari yang lalu,@rajagusti87,UC0oLH_XZcI4xNmlLcMGI9OQ,0,,https://yt3.ggpht.com/ytc/AIdro_kMnQG8vaEvvRZALxEW_bDKxSzhN16OuL_Hfns29QI=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.63926,
UgxFsPV5t8DHNf9fyDt4AaABAg,"18:00 at this point dedy corb was like ""anjirlah emg gua kalah kaya telak"" WWKWKWK",1 hari yang lalu,@joekestroom5026,UCQeGX_StIZGYcyLMM9p2eLA,0,,https://yt3.ggpht.com/BekIMAZlh7sRDFDzwP04h3Unxu5aymM-m9Q7TtKfPgKf094oDsKLi-grXgYJnc2_1St3Jf3t=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.641781,
UgzYHa2mUH4gL-vYjDB4AaABAg,"terharu denger cita2 mulianya, semoga Allah mudahkan jalannya untuk mencapai cita2nya,,
di sekolah tempat saya   kerja di SD Negri baru punya toilet 1 tahun  belakangan, itu juga hasil dari swadaya masyarakat dan orang2 baik yang menyumbang,,,",1 hari yang lalu,@tikarustika8440,UCBJ-jup-zbWTn1Maih8TOjQ,2,,https://yt3.ggpht.com/5eX1_p9Q-ZFp1kuTCgcJDhsLglJnIoPfbVIxV2ki1HdOQ84IHaITjT6H7wrP2PRlHdtE2KJuBA=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.644786,
UgyokVGIMgrnN9pSlL14AaABAg,Ironman 😇,1 hari yang lalu,@Cendana511,UC3w0EiugyYuZuxoVcDsbx7w,0,,https://yt3.ggpht.com/SC9eqSnKEmTai9g_ppGLhZvNrTGok2fJ3GuoiepJ7OYaPVw5zUnPVV0IErIscCsRzAZgYyl-SA=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.646786,
UgwPRYKJyIWB_91z6Ll4AaABAg,respect bro Tim,1 hari yang lalu,@Eugeniaxl8,UCxenA373lUnOYoOkaRbmPHA,1,,https://yt3.ggpht.com/ytc/AIdro_m5rbIEDIDXy7N706-r_Cgld27q6i5ulA-Swx_lobFJ0_U=s88-c-k-c0x00ffffff-no-rj,False,False,1750179206.649786,
