cid,text,author,time,votes,replies,sentiment,pos_score,neg_score,neu_score,compound_score,text_length
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUn5PIyoqX,Tt.. T.. Tapi baang 😂,@Andreas.T.W,11 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,21
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUn8uQ1mEk,Gw mau sih ksana kalo gajinya gede,@firdidf8830,11 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,34
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUnBZIxnoy,Harapan gw saat ini ingin bilang trimakasih langsung dan klo ada kesempatan pengen poto bareng sama bro.timothy sama om.ded. karna edukasi kalian bsa merubah maindset dan financial gw 🙏 thanks alot,@kokopandan5209,11 jam yang lalu,0,,Positif,0.091,0.0,0.909,0.4404,197
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUnK6Mp6Qv,bang kasih pendapat lu tentang KUR atau pinjaman bank yang bunganya rendah dong,@BACOTBANGETT,11 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,79
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUnW1gas28, @ahmadmahfud27 bakalan jadi kolaborasi yg badass sih ini. Sama2 punya misi menjadikan Indonesia pintar,@ayumisdiary3763,11 jam yang lalu,0,,Negatif,0.0,0.11,0.89,-0.1531,103
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUnufG9iS5,The best lu bang xlo ung ckup pen ngikutin kelasnya,@beeAb69,11 jam yang lalu,0,,Positif,0.318,0.0,0.682,0.6369,51
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUp3BYez_V,Semoga niat baiknya dilancarkan x berkahkan bro n om aamiin,@donay3055,11 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,59
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUpIht9QqB,Salam,@didinfai4944,11 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,5
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUq0i3zDJr,"Saya suka menit 8 : 50 detik ...
""Yang paling penting itu Bola Mata Manusia/narrative control""",@syariefhidayatmhcofficial3689,11 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,94
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUrZhX5rWu,Lebih nyambung timoty di sini dari pada dipost dedi sumargo.,@valen688,10 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,60
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUsOZtt5cH,"Sepertinya sudah kena siraman rohani Ko Andrew y,Pak BOSS 😁.""KEBIJAKSANAAN""",@cahayawijaya1292,10 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,75
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUtAAqrOqp,dagiiing daGIIINGG,@djarwo1,10 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,18
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUtBDc6kU7,"Tim, kalau gw ga nonton devil advokat nya Ferry dengan Kaka mungkin gw gak tau streaming lu rame. Gw jarang buka tiktok, buka tiktok pun klip lu gak pernah lewat. Later I think tembok bubble ini emang cukup tinggi",@Mochammadx,10 jam yang lalu,0,,Negatif,0.0,0.106,0.894,-0.6597,213
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUuNvTiYuO,SOFT SPOKEN SEKALI,@EsEm-n4n,10 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,18
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUugapPALd,"Pertanyaan saya bisa gk sih sistem pendidikan kita di ubah untuk gantikan ke AI kurangi tenaga pengajar dan biayanya di gantikan ke sarana pelajar setiap anak didik dapat fasilitas teknologi seperti komputer  dan kuota internet gratis?
Saya rasa AI lebih pintar dari pada tenaga pengajar.",@vitridailyvlog4123,10 jam yang lalu,0,,Positif,0.027,0.0,0.973,0.0516,288
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUv05WYvS4,Makasi ncek udah ksih edukasi❤,@raider3006,10 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,30
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUv2t9U1Zz,"koko Tim, saya sekolah pendidikan khusus guru TK. 
kalo ada bangun sekolah TK di sulawesi atau di Lampung, saya mau daftar jadi guru🙏",@tataariwi7716,10 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,133
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUxGIGdros,"Salut dengan bro Tim.  "" Tidak ada orang yang tidak bisa bangkrut""  Tidak ada yang tidak mungkin di bawah matahari.  Pernyataan yang sangat rendah hati. Sukses selalu buat bro Tim.",@Shilaalihs,10 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,180
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUy68g_tTz,Mas ronal kq di WA isinya JUDOL seh?,@arminnoer8896,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,36
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUyOC1_1CU,Angkak aq jadi muridmu bg 😊,@Cocol_gua,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,27
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUyXxKWENS,"terimakasih ncek, sangat membantu!🤩",@Nzliazhra,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,35
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUz0hJPTq5,❤❤❤sangat terbantukan  bank timoty bagi saya Yang kebingungan dalam mengelola keuangan rumah tangga kedepan dan merubah pola fikir saya tentang uang. Semoga berkat untuk timoty dan keluarga ❤,@sarinatangahu8251,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,191
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUzb5DQw4S,@Chreist duit lu brp bnyk njngg???,@360supafly,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,34
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUzrF9egC8,ka tulus bnget sih🥹🥹,@istiantinurulfauza8319,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,20
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV-5wDzvJb,Kenapa ngga main ke judol atau pinjol😂,@bedulansetiaku9710,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,38
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV-LnHEO9X,Kelazzzzz kinggg❤❤❤❤❤❤❤,@riyantouhuy6263,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,23
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV-WLYjMcC,Termotivasi dan sangat berpengaruh ncek 😂,@Vanzzz60,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,41
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV06Z3e2C4,sangan mengedukasi,@benjamingaming2926,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,18
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV0F2qvm8k,"Tidak ada satu pun Kejadian tidak ada hikmahnya, mari kita belajar dari berbagai kejadian.",@FitriAnto-n5p,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,90
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV0F_ZEs3w,Halo bang😊,@WahyuTriWiyosoChannel,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,10
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV0PmmG_OU,Bang tolong bikinin sekolah di daerah batam please.,@Gameted-l1c,9 jam yang lalu,0,,Positif,0.247,0.0,0.753,0.3182,51
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV0rcTjhDb,HAKA EMAS!!!!,@SiBull,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,13
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV0yJmwBoD,Terimakasih bro tim 🙏,@zidandaidang6492,9 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,21
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV14M-rmQR,Omob omon doank,@OFACHANNEL704,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,15
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV1VH--Ttm,Akademi rungkad,@pemakannasi6873,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,15
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV1VzuU6zR,Semagat terus bg Timothy ronald dan berbanya bersabar❤,@Animasifunny1,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,54
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV2EGjT-eb,Arogan malas dan bodoh seketika om ded bingung😂,@reszkysilva9169,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,47
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV2LamtDOo,Dagingnya kurang bang 😃,@pukpuk808,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,23
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV2Og3CDt-,sukses selalu bro tim,@TsabitHidayat-yu5bu,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,21
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV3MD4hqSb,"Kak... Tolong jaga pola hidup sehat, tolong hidup lebih lama...",@IrmaBeeh,9 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,63
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV4SEcnjBC,siapa anak muda yang sangat sopan ini,@faruqhudaf8958,8 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,37
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV4r6KyS22,Bg tanggal lahir kita sama,@syahidan_offical8716,8 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,26
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV5RCUcsbc,SEMANGATT KO TIMOTHY GOD BLESS U ❤,@eryputra7021,8 jam yang lalu (diedit),0,,Positif,0.62,0.0,0.38,0.5994,34
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV634JlQEY,Podcast paling berisi🙏,@CharlesGuterres-r2v,8 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,22
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV6NSeUAKT,"ncek, makasih.🙏",@Yogapratama-15,8 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,15
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV6bmS--vM,"gue merasa timoti ronald lebih bijak aja sekarang, sebelum nya bener2 money oriented bgt, sekarang lebih wise filantrophy. gue rasa itu hasil dari berkumpul dengan circle yang bijak juga, bukan di-planning dari dlu. good life broo @timothyRonald",@fadjrisalama8790,8 jam yang lalu,1,,Positif,0.146,0.0,0.854,0.7184,245
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV7N5gMxr-,Sae... Sae.... Sae.....,@suprashop99,8 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,23
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV8Dj5r3bm,Respect to you Timothy 🙏  Jangan putus asa untuk mengedukasi anak2 Indonesia ❤,@lithaloebis3865,8 jam yang lalu,0,,Positif,0.237,0.0,0.763,0.4767,78
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV8FZlhvun,"Fokus lu dalam melaksanakan apa yang lu imagine hampir sempurna bro.. salam dari Malaysia 🙋 jangan pedulikan daddy corbuzer karena dia cuman fokus dengan mengayakan diri sendiri (segala bantuan yang datang dari daddy, hanya dikarenakan duit doang)",@benholly7194,8 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,247
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV8eOGg8GY,Buat Om Ded blng in pak Prabowo  Ganti tuh si sri  sama Timothy aja jd menkeu nya,@kurniawanlinda3653,8 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,81
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV9n7BMV0a,Terimakasih bro tim,@itnaasoor,8 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,19
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVAsTmfiyP,Alaaaahhhh hoki aja sombong lu. Sok sok lama kenal Bitcoin. Lah orang di zaman itu kalau ada uang juga pasti sama juga dengan lu. Pasti kaya. Kaya pake uang orang tua aja sombong 😂😂😂,@music_on-off,7 jam yang lalu,0,,Positif,0.126,0.0,0.874,0.5574,182
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVBKGC4S0P,Brotim..masalah sekolahan  baik study banding dari jepang...,@oclanseko6561,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,60
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVCLH0QaOV,"Usia saya 31 tahun dan saya punya istri dan 1 anak. Dulu saya adalah orang yg punya semangat untuk berubah menjadi lebih baik dari kemarin. Lalu sempat down karena saya terjebak dalam lingkungan kerja yg toxic. Ketika saya liat konten konten timothy, saya kembali punya semangat untuk berubah menjadi lebih baik lagi dari kemarin. Terimakasih, setidaknya ada makna yg saya dapat untuk menambah wawasan dan pengetahuan bagi saya.",@rizkiyudha4725,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,428
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVCOjnezgw,Bang Timothy trimakasih prjlanan anda pengalaman edukasi pljaran yang anda berikan dan saya memperhatikan bnyk skli saya bljr umur saya msih muda 20 tahun saya sngat suka orng yng terinspirasi dan saya jga termotivasi untuk menginspirasi bnyak orang diumur saya skrng Alhamdulillah saya sudah ad pkerjaan sbgai abdi negara dan saya ingin terus berkembang memperbanyak wawasan pengetahuan pengalaman dengn orng² yng terbaik seperti bang Timothy Ronald yang aku hrap kan bisa bertemu bang timothy jika trjadi sya smngt menghrgai dan saya ingin skli bljr bnyk hal  sya jg ingin bekerja sama dengan bang Timothy jika ada kesempatan waktu untuk berkomunikasi saya sngat² apresiasi untuk mendptkan pengalaman hidup dari panutan⏳,@GovindaAdiw,7 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,722
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVEFN9FZxj,"damn, this podcast is so cool and don't be an arrogant person like most people",@josuesbulan4533,7 jam yang lalu,0,,Positif,0.372,0.124,0.504,0.6618,78
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVEHVzZdKP,terimakasih buat bang tim Karana kalian semua saya bisa berubah pola pikir saya terbuka luas intinya anda sangat berjasa bagi Saya yang tidak bisa di sebut kan oleh kata'' sekali lagi terima kasih bg tim😁,@lilZiro,7 jam yang lalu (diedit),0,,Netral,0.0,0.0,1.0,0.0,204
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVEKieve_L,Bro tim teruslah mengedukasi jangan patah bro tim,@Hahahhaha2344,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,49
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVEdC8TGD9,Hal tersulit ya nal dalam dunia kerja Indonesia gada kompetitif nya karena ada permainan dinasti di dalam nya karena perusahaan sekarang lebih melihat rekomendasi dari pekerjanya,@KingMCindonesia,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,178
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVEemSoQS0,"Mulia sekali usaha Timothy, semoga beliau selalu diberkahi dan sehat selalu agar bisa mewujudkan mimpinya untuk membangun ribuan sekolah di Indonesia.",@srimustikaastuti6892,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,150
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVGElZb7ZO,Bang kasih kerjaan gw bang jadi in gw Kliper lu boleh juga,@kaskuseryang,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,58
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVH6MENTzZ,"Salah satu mentorku, makasi bro timothy ronald, 2 tahun kedepan , dengan motivasi dan saranmu di kanal youtube mu , stelah sukses aku ga akan lupa,,",@SafitriCahyani-z8h,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,148
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVHBYf9F-n,:finger-red-number-one:,@YusufAmirSyuhada,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,23
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVHNvK_yhG,"makasih bang,,saya suka cara bicaramu untuk mengatai kami yang masih miskin,,karena dengan itu kita tau kita itu bodoh, karna kamu ingin kita ini mempunyai semangat untuk menjadi lebih dai ini secara financial,,kami itu baik bang,tapi memang dengan itu,orang orang miskin bisa tau dan bisa punya semangat untuk berkembang",@uiiu-tl4zt,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,321
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVHbjFNgPB,"@TimothyRonald KO mau tanya itu AKADEMI CRIPTO punya KOKO bukan ya?
Soal nya itu ada di telegram KO,takut nya SCAM KO",@HisyamYanuar-y2j,6 jam yang lalu,0,,Negatif,0.0,0.181,0.819,-0.6633,117
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVHcryjL3D,mantap bg timothy selalu edukasi kita2 yg masih terbelenggu dgn finansial,@MrFadly,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,73
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVIwxa0y2O,Bro tim kita lebih butuh kamu dibanding entertainment please buka mata kita lagi. Terima kasih berkat kau dan kawan kawan kita jd terbuka mata pikiran dan hati melihat dunia yg pasti ada baik buruknya tapi edukasi yg kau kasih ngena banget dan kita jadi lebih bersiap kedepannya.,@cuckid9952,6 jam yang lalu,0,,Positif,0.102,0.0,0.898,0.6249,279
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVJMqO5rMm,kalo gua presiden gua bakal rekrut elu sebagai menteri ESDM,@gigabyte775,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,59
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVKFyCYpA9,Ta...ta...tapi bang....,@LisaPutridjohan,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,23
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVKsLmuM7O,"Mantap Bro Tim, Smart Emang Lu, gue Suka Ngulik Konten2 lu. Mantap Brow tim👍",@mahdybinggo1980,6 jam yang lalu,0,,Positif,0.172,0.0,0.828,0.4019,76
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVLKzzfUvt,Keren lu bro,@ahmadrizqif9038,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,12
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVMGPTDPpk,Terimakasih ko tim,@ValenStoner,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,18
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVMObnCqHB, @AbiZahra-x9z  keliatan gafaham konteks 😭,@fahmijob,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,42
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVNKeXUM8v,menyala ❤️🔥,@hahahihi.v,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,11
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVO18e1Xbb,Mantep,@indrabudiman3099,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,6
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVO1QeQeM_,Keren bro tim,@Harianimasi,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,13
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVOCM__1lU,makasih atas ilmunya ncek,@BogoExpres,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,25
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVP804WQFx,"mantapp bro timm jangan bosen"" buat ngasih ilmu buat para pemuda di Indonesia",@MuhammadRiyanto-b6n,5 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,77
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVPW94O91w,"Gmn mau belajar, sruh bayar dlu, buat masuk kelas lah atau story book lah,,, mana bisa?",@betahmelek_channel,5 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,87
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVQpcILfBl,Makasih kak timoty sudah bisa merubah pola pikirku. Dari penjual kaki lima tau tentang kripto. Sehat selalau ya kak,@AlwiAzco,5 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,115
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVRb0gdFyp,"​ @RochmadAlif karena rakyat Indonesia kebanyakan masih menganggap ilmu fiqh dan ilmu nahu'so'rof adalah jalan satu2 nya cara untuk menuju surga.dan menganggap ilmu pengetahuan alam, ilmu pengetahuan sosial.sains, filsafat bukan cara untuk menuju ke surga.padahal Impack nya ke orang banyak adalah dengan fasih  menjadi ahli di bidang2 ilmu2 pengetahuan alam, ilmu pengetahuan sosial dll nya.",@fianmaedillah864,5 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,392
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVS0LsbraV,"Profesi ku guru dan yg dibicarain Timothy ttg guru hari ini benar adanya. Memang problemnya di guru. Padahal saya mengajar di daerah perkotaan, saya bisa bayangkan masalah ini di daerah pelosok..",@indragunawan3633,5 jam yang lalu (diedit),0,,Netral,0.0,0.0,1.0,0.0,195
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVSI8fSP3R,I like you Timothy,@andrian8343,5 jam yang lalu,0,,Positif,0.556,0.0,0.444,0.3612,18
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVTAWldvId,Saya tinggal di NTT dan benar yang dikatakan TR. Saya memiliki Yayasan yang bergerak di bidang pendidikan dan membutuhkan dukungan dsri penguszhz-pengusaha di kota besar. Kami layak juga untuk memiliki fasilitas belajar seperti teman-teman di kota,@hanskr4571,5 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,247
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVTIGyYhSC,Terima kasih bro tim,@DrCroccuss,5 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,20
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVTwgHNCbN,Jangan bosan edukasi kami,@hydeato6949,5 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,25
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVWqP1H94P,"Tim, banyak lulusan guru yang bener2 punya kualitas bukan cuma pengetahuan tapi berkualitas dengan EQ nya. Lu buka rekrutmen, kasih standard guru yang lu mau. Akan pasti ada yang mau, akan pasti ada yang bisa jadi guru di sana. Guru yang ada, kasih ketegasan kasih SOP dimana lu harus ketemu kepsek yang bener2 punya hati untuk anak dan sekolah. 

Kalau lu mau extreme, lu buka sekolah SMA prepare them to be good teacher buat sekolah2 lu. Then lu buat 1 aja university khusus untuk Pendidikan, full beasiswa dimana mereka harus ada minimal pengabdian menjadi guru buat sekolah2 lu. Puterin aja terus menerus, sekolah2 lu akan dididik dengan guru2 yang berkualitas, dan akan melahirkan orang2 yang juga berkualitas.

Semoga niat baik kamu terus bertumbuh menjadi buah2 yang baik buat orang lain.",@Amanda22971,4 jam yang lalu,1,,Positif,0.022,0.0,0.978,0.4404,795
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVWv2MJfhS,Blitar daerah mana sekolah nya,@tatarara422,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,30
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVYoEZ3Itt,Ncek,@bxndnddndnkvm,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,4
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVYtK2pkRE,Thanks bro edukasinya,@anabizinterior718,4 jam yang lalu,0,,Positif,0.592,0.0,0.408,0.4404,21
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVZ74H5iR4,"terimakasih bang, abang banyak memberikan inshigt terhadap negara indonesia😊",@pragaistirasetyopambudi9929,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,76
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVZBLHXh73,Astungkara,@KJchanel88,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,10
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJV_VW22nVx,Keren lo bang,@AldoErlangga,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,13
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVaCiCzmAg,mentri keuangan🎉,@QueenBalqis777,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,16
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVaQtfU1dz,Semoga Prabowo nonton angkat dia jadi Mentri Pendidikan kabinet sekarang dan selanjutnya,@histori.histori24,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,88
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVacwA0MqG,Makna makna kelas lu diurus dulu sibuk promosi doang,@Aloe534,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,52
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVaeuAp6qS,nangis terharu gua bang,@boyrrab,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,23
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVaqeQbMoc,bro tim terimakasih atas edukasi nya saya sebagai prajurit banyak belajar,@gilangazipangestu-kg8zz,4 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,73
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVbcFpeLzq,Bro tim boleh ga kasih saran buat siswa yg cerdas di NTT di tarik saja ke jakarta atau ke kota besar terdekat supaya niat belajar nya lebih memadai daripada susah cari guru yg mau di kirim ke NTT,@adhityaekop,3 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,195
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVeMXFknA3,Tulisan gpt,@sadewayudhiansyah1670,3 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,11
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJVePFZ7z6a,Wcek,@fendiyolo1984,3 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,4
